"paralog","gene","moes_score","rank","fdr","cis_rank","func_rank","boot_rank_lo","boot_rank_hi","rel_interval_width","stable","in_regulon"
"MYC","RRM2",0.0253759001004071,261,0.950232950191571,681,1170,229,3110,0.2774,FALSE,FALSE
"MYC","PSMC3IP",0.0255497071274664,262,0.949834351145038,523,1174,229,3122,0.2785,FALSE,FALSE
"MYC","CCDC197",0.0257182680593191,263,0.952783650190114,9259,67,232,283,0.0049,TRUE,FALSE
"MYC","ATAD2B",0.0258115299143888,264,0.950781439393939,1180,751,99,2484,0.2296,TRUE,FALSE
"MYC","STXBP1",0.0258552968076148,265,0.947974339622642,736,1181,239,3126,0.278,FALSE,FALSE
"MYC","CSMD3",0.0261008622606282,266,0.95492037037037,68,1900,26,4921,0.4713,FALSE,TRUE
"MYC","FDPS",0.0261008622606282,266,0.95492037037037,2074,68,24,287,0.0253,TRUE,FALSE
"MYC","MARCKS",0.0261008622606282,266,0.95492037037037,68,4355,22,8685,0.8341,FALSE,TRUE
"MYC","RCC2",0.0261008622606282,266,0.95492037037037,68,6978,24,8682,0.8336,FALSE,TRUE
"MYC","TTLL12",0.0261008622606282,266,0.95492037037037,68,7169,25,8683,0.8335,FALSE,TRUE
"MYC","NUTF2",0.026383391366794,271,0.956148339483395,1193,164,8,562,0.0533,TRUE,FALSE
"MYC","YRDC",0.02648341938706,272,0.957487867647059,6454,69,93,291,0.019,TRUE,FALSE
"MYC","PCNX4",0.0268659394386135,273,0.964397802197802,6454,70,97,293,0.0189,TRUE,FALSE
"MYC","ME2",0.0272484224152894,274,0.971035272727273,6454,71,96,297,0.0194,TRUE,FALSE
"MYC","PROX1",0.0272484224152894,274,0.971035272727273,71,3158,38,6037,0.5775,FALSE,TRUE
"MYC","TAFAZZIN",0.0274555968323558,276,0.970661956521739,1217,1072,199,2947,0.2646,FALSE,FALSE
"MYC","LRR1",0.0275007354960599,277,0.967945487364621,163,1218,54,3198,0.3027,FALSE,TRUE
"MYC","RGS16",0.0276308683170876,278,0.96967311827957,72,8824,63,8695,0.831,FALSE,TRUE
"MYC","RRN3",0.0276308683170876,278,0.96967311827957,2899,72,33,301,0.0258,TRUE,FALSE
"MYC","CLIC1",0.027681660899654,280,0.967771071428572,663,1222,255,3953,0.356,FALSE,FALSE
"MYC","ADAMTS3",0.0277723460507177,281,0.965105693950178,523,1224,227,3597,0.3245,FALSE,FALSE
"MYC","SLC39A11",0.0278177442385663,282,0.96246524822695,1225,383,30,1334,0.1256,TRUE,FALSE
"MYC","RAB40B",0.0279086518388968,283,0.960632508833922,523,1227,206,3972,0.3625,FALSE,FALSE
"MYC","SKIDA1",0.0280132771440078,284,0.962358596491228,73,6987,40,6546,0.6263,FALSE,TRUE
"MYC","RNF19B",0.0280452913009759,285,0.962358596491228,191,1230,89,3980,0.3746,FALSE,TRUE
"MYC","DNASE1L1",0.0282279962987037,286,0.96206013986014,1234,400,31,1388,0.1306,TRUE,FALSE
"MYC","POLR2I",0.0283195712468343,287,0.957762152777778,1236,1116,212,3024,0.2706,FALSE,FALSE
"MYC","MEX3D",0.0283654143332163,288,0.957762152777778,762,1237,264,4034,0.3629,FALSE,FALSE
"MYC","KLF13",0.0283956488960506,289,0.957959310344828,74,2125,39,5259,0.5025,FALSE,TRUE
"MYC","PPP1R15B",0.0283956488960506,289,0.957959310344828,2779,74,36,308,0.0262,TRUE,FALSE
"MYC","CENPT",0.0285491574275222,291,0.956988659793814,1241,125,5,468,0.0446,TRUE,FALSE
"MYC","ZMAT5",0.0287334937198725,292,0.956804794520548,1245,505,49,1700,0.1589,TRUE,FALSE
"MYC","ASS1",0.0287779835732154,293,0.957824489795918,75,6332,47,6002,0.5732,FALSE,TRUE
"MYC","DOT1L",0.0288258843153145,294,0.957824489795918,1247,595,62,1923,0.1792,TRUE,FALSE
"MYC","MAVS",0.0288721352253521,295,0.955362372881356,1104,1248,275,4074,0.3657,FALSE,FALSE
"MYC","EXOSC2",0.0289647482700607,296,0.953653378378378,1250,597,62,1926,0.1795,TRUE,FALSE
"MYC","ZNF839",0.0290111104047317,297,0.951172390572391,1251,1061,196,2928,0.2629,FALSE,FALSE
"MYC","IPPK",0.0291602811755025,298,0.956206040268456,2843,76,33,314,0.0271,TRUE,FALSE
"MYC","THAP9",0.0292434772012534,299,0.952071333333333,1256,887,147,2664,0.2423,TRUE,FALSE
"MYC","UQCR10",0.0292900617851911,300,0.952071333333333,1257,884,148,2665,0.2423,TRUE,FALSE
"MYC","ZDHHC14",0.0294767708697198,301,0.951965448504983,523,1261,236,4093,0.3713,FALSE,FALSE
"MYC","BFAR",0.0295235408280464,302,0.952998349834984,842,1262,278,4111,0.369,FALSE,FALSE
"MYC","RAI1",0.0295425417029116,303,0.952998349834984,77,5998,50,5913,0.5645,FALSE,TRUE
"MYC","ZNF821",0.0296171919693331,304,0.950607565789474,523,1264,230,4099,0.3724,FALSE,FALSE
"MYC","PTP4A3",0.0297109914101308,305,0.949024918032787,1230,1266,283,4120,0.3694,FALSE,FALSE
"MYC","ALOXE3",0.0299247651554428,306,0.952273615635179,78,6075,82,5745,0.5452,FALSE,TRUE
"MYC","KIZ",0.0299247651554428,306,0.952273615635179,6454,78,93,320,0.0219,TRUE,FALSE
"MYC","ZNF274",0.0303069515330967,308,0.96087012987013,2057,79,23,323,0.0289,TRUE,FALSE
"MYC","HOXA11",0.0304192142630317,309,0.96001359223301,159,1281,76,4134,0.3907,FALSE,TRUE
"MYC","TAOK1",0.0306891008358725,310,0.965531612903226,6454,80,98,328,0.0221,TRUE,FALSE
"MYC","HAUS4",0.0307048391214926,311,0.963921221864952,971,1287,290,4155,0.3721,FALSE,FALSE
"MYC","HUNK",0.0308959971913556,312,0.963049358974359,1291,645,70,2036,0.1893,TRUE,FALSE
"MYC","BCL11A",0.0310712130637707,313,0.968548881789137,81,6125,54,6183,0.59,FALSE,TRUE
"MYC","INO80E",0.0312800929252152,314,0.969203184713376,1299,1253,277,4087,0.3668,FALSE,FALSE
"MYC","EFCAB11",0.0314532882167908,315,0.970815506329114,6454,82,93,334,0.0232,TRUE,FALSE
"MYC","SFMBT2",0.0314532882167908,315,0.970815506329114,82,8339,43,8700,0.8334,FALSE,TRUE
"MYC","CAPN9",0.0315697218704769,317,0.969959305993691,1305,493,48,1666,0.1558,TRUE,FALSE
"MYC","UIMC1",0.0316665614512531,318,0.967661949685535,1269,1307,301,4188,0.3743,FALSE,FALSE
"MYC","ADGRL1",0.0318353262949336,319,0.9692715625,83,3075,42,6677,0.6388,FALSE,TRUE
"MYC","SDHC",0.0318353262949336,319,0.9692715625,2947,83,37,338,0.0289,TRUE,FALSE
"MYC","GIT1",0.0322173272981983,321,0.975274223602485,84,5792,35,6130,0.5868,FALSE,TRUE
"MYC","PSMA4",0.0322173272981983,321,0.975274223602485,6454,84,91,341,0.0241,TRUE,FALSE
"MYC","SLC25A48",0.0325992912265849,323,0.980482716049383,85,6905,66,6425,0.6122,FALSE,TRUE
"MYC","SPTAN1",0.0325992912265849,323,0.980482716049383,6454,85,93,344,0.0242,TRUE,FALSE
"MYC","NGRN",0.0328895689822081,325,0.981883692307692,1332,1182,244,3133,0.2781,FALSE,FALSE
"MYC","GLCE",0.0329812180800944,326,0.981937920489297,86,3190,48,6210,0.5932,FALSE,TRUE
"MYC","MAP2K6",0.0329812180800944,326,0.981937920489297,6454,86,98,347,0.024,TRUE,FALSE
"MYC","MST1",0.0333631078587255,328,0.984088787878788,6454,87,94,350,0.0246,TRUE,FALSE
"MYC","MXI1",0.0333631078587255,328,0.984088787878788,87,7321,34,8682,0.8325,FALSE,TRUE
"MYC","RPTOR",0.0333852600982026,330,0.984088787878788,1342,905,154,2685,0.2437,TRUE,FALSE
"MYC","SF3B4",0.0337449605624793,331,0.98627027027027,3586,88,47,353,0.0295,TRUE,FALSE
"MYC","ZNF414",0.0337449605624793,331,0.98627027027027,88,9060,46,8699,0.8331,FALSE,TRUE
"MYC","ANKZF1",0.0337844823821988,333,0.98627027027027,721,1350,317,4264,0.38,FALSE,FALSE
"MYC","PRR13",0.0339849833212638,334,0.98694880239521,1354,584,60,1897,0.1769,TRUE,FALSE
"MYC","ARRB1",0.0341267761913551,335,0.985488427299703,89,3484,44,6178,0.5906,FALSE,TRUE
"MYC","SLC16A1",0.0341267761913551,335,0.985488427299703,6454,89,98,356,0.0249,TRUE,FALSE
"MYC","ARHGAP21",0.0341357483117792,337,0.985488427299703,892,1357,320,4278,0.3811,FALSE,FALSE
"MYC","MED15",0.0343372873474222,338,0.984753550295858,1361,954,163,2754,0.2494,TRUE,FALSE
"MYC","KLHL22",0.0344888309103711,339,0.986230882352941,1364,928,158,2722,0.2468,TRUE,FALSE
"MYC","PPP1R9B",0.0345085547453532,340,0.986230882352941,90,10349,80,8698,0.8296,FALSE,TRUE
"MYC","LSM7",0.034590045326726,341,0.984801759530792,1311,1366,326,4298,0.3824,FALSE,FALSE
"MYC","MYBL2",0.0347421450128418,342,0.984066374269006,1369,475,42,1614,0.1514,TRUE,FALSE
"MYC","SLC35E1",0.0348902962244733,343,0.982685797101449,91,7038,67,6592,0.6281,FALSE,TRUE
"MYC","COA7",0.0348945783728576,344,0.982685797101449,1372,710,84,2352,0.2183,TRUE,FALSE
"MYC","SYNGR2",0.0348945783728576,344,0.982685797101449,1292,1372,329,4306,0.3828,FALSE,FALSE
"MYC","MAP3K10",0.035251553833617,346,0.984783620689655,523,1379,224,4302,0.3925,FALSE,FALSE
"MYC","CEP55",0.0352720006287155,347,0.984783620689655,6454,92,97,368,0.026,TRUE,FALSE
"MYC","TUBB3",0.0352720006287155,347,0.984783620689655,92,8678,42,8700,0.8335,FALSE,TRUE
"MYC","LRRC45",0.0356103459633879,349,0.986195988538682,287,1386,298,4320,0.3872,FALSE,TRUE
"MYC","ATP1A3",0.0356536679580806,350,0.986917663817664,93,2155,37,5746,0.5496,FALSE,TRUE
"MYC","PDCD6IP",0.0356536679580806,350,0.986917663817664,6454,93,90,372,0.0271,TRUE,FALSE
"MYC","IFT140",0.035816185684854,352,0.986246306818182,523,1390,234,4326,0.3939,FALSE,FALSE
"MYC","HIP1R",0.0359193279948537,353,0.984843626062323,1368,1392,338,4342,0.3855,FALSE,FALSE
"MYC","PLEC",0.0360352982125671,354,0.987646892655367,94,3142,55,6100,0.582,FALSE,TRUE
"MYC","GLT8D2",0.0360743195214367,355,0.983517415730337,1395,179,11,592,0.0559,TRUE,FALSE
"MYC","ARID1B",0.0361260575133866,356,0.983517415730337,419,1396,165,4334,0.4013,FALSE,FALSE
"MYC","ATXN3",0.0364168913921765,357,0.987058938547486,6454,95,97,378,0.0271,TRUE,FALSE
"MYC","MC1R",0.0364168913921765,357,0.987058938547486,95,7103,66,6680,0.6367,FALSE,TRUE
"MYC","TMEM11",0.0365412961445862,359,0.985728133704735,987,1404,342,4360,0.3868,FALSE,FALSE
"MYC","PRKRA",0.0367984474969076,360,0.988573130193906,6454,96,94,382,0.0276,TRUE,FALSE
"MYC","ZNF778",0.0367984474969076,360,0.988573130193906,96,7722,82,8698,0.8294,FALSE,TRUE
"MYC","CELF1",0.0369589075679641,362,0.985231955922865,1412,1042,192,2902,0.2609,FALSE,FALSE
"MYC","VAMP8",0.0369589075679641,362,0.985231955922865,1360,1412,348,4380,0.3882,FALSE,FALSE
"MYC","ID1",0.0371799665267614,364,0.988052328767123,97,8203,62,8698,0.8314,FALSE,TRUE
"MYC","PUS10",0.0371799665267614,364,0.988052328767123,6454,97,87,386,0.0287,TRUE,FALSE
"MYC","PDRG1",0.0373262639945035,366,0.987428415300546,622,1419,324,4382,0.3906,FALSE,FALSE
"MYC","HCN2",0.0374315566474148,367,0.986134332425068,1421,1043,191,2900,0.2608,FALSE,FALSE
"MYC","LAMC1",0.0375369975998373,368,0.986157181571816,1423,969,169,2773,0.2507,FALSE,FALSE
"MYC","ZCCHC9",0.037561448481737,369,0.986157181571816,6454,98,93,390,0.0285,TRUE,FALSE
"MYC","IGF2BP3",0.0379428933618347,370,0.991695687331536,99,3938,40,8684,0.8322,FALSE,TRUE
"MYC","UBA2",0.0379428933618347,370,0.991695687331536,1511,99,12,392,0.0365,TRUE,FALSE
"MYC","TUBGCP6",0.0382259785911674,372,0.992497043010753,1436,426,35,1466,0.1377,TRUE,FALSE
"MYC","CCDC174",0.0383243011670551,373,0.99547399463807,6454,100,98,396,0.0286,TRUE,FALSE
"MYC","PYGL",0.0384926396496409,374,0.99527513368984,1386,1441,362,4425,0.3912,FALSE,FALSE
"MYC","PHF23",0.0387056718973973,375,0.993962864721485,101,7398,54,8698,0.8322,FALSE,TRUE
"MYC","SLC7A6OS",0.0387056718973973,375,0.993962864721485,6454,101,94,399,0.0293,TRUE,FALSE
"MYC","BAK1",0.0387066358442198,377,0.993962864721485,1445,510,49,1716,0.1605,TRUE,FALSE
"MYC","RHBDF2",0.0389212252368434,378,0.989541315789474,682,1449,329,4435,0.3952,FALSE,FALSE
"MYC","SEC24A",0.0389212252368434,378,0.989541315789474,1449,1239,272,4050,0.3637,FALSE,FALSE
"MYC","MRPL45",0.0389749652721937,380,0.989541315789474,1450,1298,298,4178,0.3734,FALSE,FALSE
"MYC","GPC4",0.0390287423824218,381,0.988286351706037,523,1451,220,4426,0.4049,FALSE,FALSE
"MYC","EIF2B2",0.039087005552862,382,0.988294516971279,2001,102,24,404,0.0365,TRUE,FALSE
"MYC","MTSS2",0.039087005552862,382,0.988294516971279,102,1610,48,4642,0.4422,FALSE,TRUE
"MYC","RPS19BP1",0.0394602939598471,384,0.992343116883117,1396,1459,368,4457,0.3936,FALSE,FALSE
"MYC","ENO1",0.0394683021334488,385,0.992343116883117,103,10307,42,8700,0.8335,FALSE,TRUE
"MYC","JADE2",0.0398495616391581,386,0.993769072164948,104,9858,42,8698,0.8334,FALSE,TRUE
"MYC","STING1",0.0398495616391581,386,0.993769072164948,2191,104,27,410,0.0368,TRUE,FALSE
"MYC","HDGF",0.0398942183294507,388,0.993769072164948,1270,1467,372,4472,0.3947,FALSE,FALSE
"MYC","ZNF487",0.0399486257126012,389,0.991888174807198,1468,489,46,1654,0.1548,TRUE,FALSE
"MYC","HECTD2",0.0402307840699891,390,0.994514322250639,6454,105,94,414,0.0309,TRUE,FALSE
"MYC","MEX3A",0.0402307840699891,390,0.994514322250639,105,7799,58,8700,0.832,FALSE,TRUE
"MYC","ZBTB4",0.0404399605304559,392,0.994658163265306,641,1477,316,4485,0.4014,FALSE,FALSE
"MYC","NIBAN2",0.0405495538691903,393,0.993465139949109,731,1479,357,4485,0.3974,FALSE,FALSE
"MYC","AKAP8L",0.0406044061508742,394,0.988460201511335,1378,1480,378,4498,0.3967,FALSE,FALSE
"MYC","ARID3B",0.0406044061508742,394,0.988460201511335,1480,769,121,2514,0.2304,TRUE,FALSE
"MYC","MED21",0.0406119694259424,396,0.988460201511335,6454,106,90,418,0.0315,TRUE,FALSE
"MYC","METTL25B",0.0406119694259424,396,0.988460201511335,106,6690,82,6197,0.5887,FALSE,TRUE
"MYC","SDE2",0.0406592955074359,398,0.987302512562814,1286,1481,377,4492,0.3961,FALSE,FALSE
"MYC","CCDC40",0.0409931177070182,399,0.99001725,107,1755,121,4785,0.449,FALSE,TRUE
"MYC","SDHB",0.0409931177070182,399,0.99001725,6454,107,96,422,0.0313,TRUE,FALSE
"MYC","NES",0.0410445590999458,401,0.986408457711443,734,1488,380,4502,0.3967,FALSE,FALSE
"MYC","ARID2",0.0410997450555298,402,0.986408457711443,523,1489,233,4496,0.4104,FALSE,FALSE
"MYC","CMTM7",0.0411549680859916,403,0.984636724565757,1490,1076,204,2956,0.2649,FALSE,FALSE
"MYC","DERL3",0.0412655253715484,404,0.983498514851485,1492,610,65,1957,0.1822,TRUE,FALSE
"MYC","ADGRB2",0.041374228913216,405,0.984205911330049,108,9014,65,8700,0.8312,FALSE,TRUE
"MYC","UBE2Q1",0.041374228913216,405,0.984205911330049,2677,108,33,424,0.0376,TRUE,FALSE
"MYC","PRR14",0.041598087025286,407,0.985091891891892,1190,1498,385,4522,0.3982,FALSE,FALSE
"MYC","SNRNP70",0.0417092375088874,408,0.980988807785888,1500,799,131,2553,0.2332,TRUE,FALSE
"MYC","CFAP418",0.0417553030445363,409,0.980988807785888,6454,109,95,428,0.032,TRUE,FALSE
"MYC","TUBB2A",0.0417553030445363,409,0.980988807785888,109,4083,54,8673,0.8297,FALSE,TRUE
"MYC","COX11",0.0417648683630048,411,0.980988807785888,1316,1501,390,4532,0.3988,FALSE,FALSE
"MYC","UBE2E1",0.0420435787567587,412,0.981828398058253,226,1506,79,4518,0.4273,FALSE,TRUE
"MYC","LKAAEAR1",0.0421363401009784,413,0.984879418886199,110,2383,116,5860,0.553,FALSE,TRUE
"MYC","CARS2",0.042435330452881,414,0.985793719806763,1168,1513,389,4543,0.3999,FALSE,FALSE
"MYC","CHEK2",0.0425173400825432,415,0.986477644230769,6454,111,97,434,0.0324,TRUE,FALSE
"MYC","ISG20L2",0.0425173400825432,415,0.986477644230769,111,3399,82,5903,0.5603,FALSE,TRUE
"MYC","SBF2",0.0426600042122622,417,0.983684688995215,314,1517,167,4547,0.4216,FALSE,TRUE
"MYC","SRSF11",0.042716265339302,418,0.983684688995215,1518,979,172,2793,0.2523,FALSE,FALSE
"MYC","RNASEH2A",0.0428983029892296,419,0.985645476190476,112,9395,62,8697,0.8313,FALSE,TRUE
"MYC","USP15",0.0428983029892296,419,0.985645476190476,6454,112,98,436,0.0326,TRUE,FALSE
"MYC","SOAT1",0.0429981270976676,421,0.98394513064133,523,1523,219,4550,0.4169,FALSE,FALSE
"MYC","ELL",0.0431111313251584,422,0.982880568720379,1525,305,22,1145,0.1081,TRUE,FALSE
"MYC","PRDX2",0.0432792288210384,423,0.984821933962264,113,2378,85,5777,0.548,FALSE,TRUE
"MYC","TRIM66",0.0432792288210384,423,0.984821933962264,6454,113,93,440,0.0334,TRUE,FALSE
"MYC","ZNRF1",0.0435078139800262,425,0.984462117647059,1532,698,79,2153,0.1997,TRUE,FALSE
"MYC","GPATCH8",0.0436601175779698,426,0.986450117096019,2295,114,26,442,0.04,TRUE,FALSE
"MYC","MSRB1",0.0436783769552792,427,0.986450117096019,702,1535,387,4577,0.4034,FALSE,FALSE
"MYC","CTHRC1",0.044040969260023,428,0.99132546728972,10282,115,398,446,0.0045,TRUE,FALSE
"MYC","BMPR2",0.0446512032109365,429,1,175,1552,62,4581,0.435,FALSE,TRUE
"MYC","VAMP2",0.0448025613994965,430,1,117,3993,126,5677,0.5344,FALSE,TRUE
"MYC","ZNF621",0.0451705666363972,431,1,1561,1026,186,2870,0.2584,FALSE,FALSE
"MYC","SPCS3",0.0451833018569168,432,1,6454,118,97,452,0.0342,TRUE,FALSE
"MYC","PIP5K1A",0.0452284590580595,433,1,1562,1147,228,3079,0.2745,FALSE,FALSE
"MYC","EPHA4",0.0452863885545997,434,1,1563,1154,233,3091,0.2752,FALSE,FALSE
"MYC","DCAF15",0.0455640052394588,435,1,10055,119,406,455,0.0046,TRUE,FALSE
"MYC","ZNF205",0.0455640052394588,435,1,119,8188,92,8696,0.8284,FALSE,TRUE
"MYC","MTG2",0.0459260599584748,437,1,1154,1574,410,4629,0.4062,FALSE,FALSE
"MYC","PDE4A",0.045944671547123,438,1,120,2811,53,6634,0.6336,FALSE,TRUE
"MYC","SLC12A5",0.045944671547123,438,1,9381,120,402,458,0.0053,TRUE,FALSE
"MYC","KPNA2",0.0461597799880357,440,1,1578,788,126,2544,0.2328,TRUE,FALSE
"MYC","EIF2B5",0.04632530077991,441,1,6454,121,90,460,0.0355,TRUE,FALSE
"MYC","ISYNA1",0.04632530077991,441,1,121,10289,68,8700,0.831,FALSE,TRUE
"MYC","CORO6",0.0463940932156412,443,1,1582,1301,298,4186,0.3743,FALSE,FALSE
"MYC","CPSF1",0.0465114722787107,444,1,1385,1584,414,4641,0.407,FALSE,FALSE
"MYC","DOCK1",0.0466878189348983,445,1,523,1587,222,4623,0.4237,FALSE,FALSE
"MYC","PPFIA3",0.0467058929378186,446,1,122,8915,61,8701,0.8318,FALSE,TRUE
"MYC","RCC1",0.0468055687467456,447,1,1589,577,61,1884,0.1755,TRUE,FALSE
"MYC","ESPL1",0.0469824715260999,448,1,1514,1592,422,4656,0.4076,FALSE,FALSE
"MYC","MAT2B",0.0470864480208499,449,1,123,1730,60,4765,0.4529,FALSE,TRUE
"MYC","PRAG1",0.0470864480208499,449,1,6454,123,97,466,0.0355,TRUE,FALSE
"MYC","DCTPP1",0.0471597079793544,451,1,1595,1136,226,3062,0.273,FALSE,FALSE
"MYC","PHF5A",0.0473965422986493,452,1,1599,314,23,1164,0.1099,TRUE,FALSE
"MYC","DNMT3A",0.047466966029003,453,1,124,2780,82,5845,0.5548,FALSE,TRUE
"MYC","DUT",0.047466966029003,453,1,6454,124,97,468,0.0357,TRUE,FALSE
"MYC","MRPL58",0.0475745573243372,455,1,1009,1602,415,4659,0.4085,FALSE,FALSE
"MYC","CCND1",0.0478474469622789,456,1,125,10350,46,8698,0.8331,FALSE,TRUE
"MYC","PLEKHN1",0.0479315883974133,457,1,700,1608,403,4662,0.41,FALSE,FALSE
"MYC","ATP5PO",0.0481703506103531,458,1,1612,1127,222,3046,0.2719,FALSE,FALSE
"MYC","C19orf73",0.0482278908206764,459,1,126,4845,52,6261,0.5977,FALSE,TRUE
"MYC","NLGN1",0.0484696375612779,460,1,523,1617,226,4665,0.4273,FALSE,FALSE
"MYC","DTD1",0.0485896118657924,461,1,1619,1591,422,4651,0.4071,FALSE,FALSE
"MYC","PIGV",0.0486082976041962,462,1,127,5452,60,6827,0.6515,FALSE,TRUE
"MYC","RNF146",0.0486082976041962,462,1,6454,127,97,474,0.0363,TRUE,FALSE
"MYC","VGF",0.0486496546303663,464,1,523,1620,216,4655,0.4273,FALSE,FALSE
"MYC","NEUROG1",0.0487698513841475,465,1,1622,1554,409,4608,0.4043,FALSE,FALSE
"MYC","ERC1",0.0489886673128386,466,1,2312,128,27,476,0.0433,TRUE,FALSE
"MYC","FOXO3",0.0489886673128386,466,1,128,9203,42,8702,0.8337,FALSE,TRUE
"MYC","TMEM198",0.0490106897902432,468,1,1296,1626,431,4683,0.4094,FALSE,FALSE
"MYC","ALDH3B1",0.0493689999466027,469,1,9541,129,432,480,0.0047,TRUE,FALSE
"MYC","CD248",0.0493689999466027,469,1,129,7267,89,6900,0.6557,FALSE,TRUE
"MYC","FOXK2",0.0497492955054897,471,1,130,3621,60,6199,0.591,FALSE,TRUE
"MYC","GMPS",0.0497492955054897,471,1,6454,130,94,482,0.0374,TRUE,FALSE
"MYC","ESYT2",0.050040870881835,473,1,1643,275,19,1084,0.1025,TRUE,FALSE
"MYC","UQCRC1",0.0501295539894981,474,1,2332,131,28,484,0.0439,TRUE,FALSE
"MYC","WDR90",0.0501295539894981,474,1,131,2971,63,6658,0.6349,FALSE,TRUE
"MYC","CHGA",0.0501627730799943,476,1,279,1645,344,4694,0.4187,FALSE,TRUE
"MYC","GON4L",0.0502848235776647,477,1,1237,1647,437,4706,0.411,FALSE,FALSE
"MYC","MRPL32",0.0503459044388166,478,1,1648,484,46,1642,0.1536,TRUE,FALSE
"MYC","MRM2",0.0505097753986294,479,1,132,2284,62,5939,0.5658,FALSE,TRUE
"MYC","SF3B5",0.0505097753986294,479,1,6454,132,93,488,0.038,TRUE,FALSE
"MYC","KCNN1",0.0506518648677429,481,1,975,1653,414,4706,0.4133,FALSE,FALSE
"MYC","UNC13D",0.0507131681781616,482,1,1353,1654,445,4711,0.4107,FALSE,FALSE
"MYC","ESRRA",0.0507745085634579,483,1,1655,1178,245,3130,0.2778,FALSE,FALSE
"MYC","MAD1L1",0.0508899597328825,484,1,133,6375,67,6580,0.627,FALSE,TRUE
"MYC","PSMD7",0.0508899597328825,484,1,6454,133,98,490,0.0378,TRUE,FALSE
"MYC","ZNF398",0.0508973005586841,486,1,1657,1002,179,2826,0.2548,FALSE,FALSE
"MYC","HARS1",0.0510202408534214,487,1,1033,1659,429,4711,0.4123,FALSE,FALSE
"MYC","ZNF786",0.0510202408534214,487,1,1659,741,94,2464,0.2282,TRUE,FALSE
"MYC","ZNF425",0.0511433294476699,489,0.999861554192229,1661,1131,224,3055,0.2726,FALSE,FALSE
"MYC","NUDT1",0.0512701069922579,490,1,134,7330,72,6994,0.6664,FALSE,TRUE
"MYC","CWC25",0.0513899515347002,491,1,1665,287,19,1106,0.1047,TRUE,FALSE
"MYC","H4C5",0.0516502171767557,492,1,135,4630,66,8678,0.8292,FALSE,TRUE
"MYC","PAH",0.0516502171767557,492,1,6454,135,96,496,0.0385,TRUE,FALSE
"MYC","SSTR2",0.0516990633282383,494,1,826,1670,432,4728,0.4136,FALSE,FALSE
"MYC","TMEM39A",0.051822967569798,495,1,974,1672,423,4727,0.4143,FALSE,FALSE
"MYC","MAP3K4",0.0520302902863754,496,1,6454,136,96,498,0.0387,TRUE,FALSE
"MYC","SLC2A4RG",0.0520302902863754,496,1,136,8622,64,8700,0.8314,FALSE,TRUE
"MYC","RWDD2B",0.0521955700915441,498,1,1328,1678,450,4738,0.4128,FALSE,FALSE
"MYC","OSBP2",0.0522578002739073,499,1,1679,1351,320,4271,0.3803,FALSE,FALSE
"MYC","DHX38",0.0524103263211178,500,1,6454,137,96,500,0.0389,TRUE,FALSE
"MYC","FGF9",0.0524103263211178,500,1,137,4001,46,8687,0.8319,FALSE,TRUE
"MYC","MON1B",0.0525070917521382,502,0.99892703777336,1683,1155,236,3092,0.275,FALSE,FALSE
"MYC","MRPL38",0.0525070917521382,502,0.99892703777336,1261,1683,454,4738,0.4124,FALSE,FALSE
"MYC","H2AC8",0.0526319599405204,504,0.998123214285714,1685,790,127,2548,0.2331,TRUE,FALSE
"MYC","HRAS",0.0527903252809818,505,0.99866442687747,138,9490,57,8701,0.8321,FALSE,TRUE
"MYC","LYSMD2",0.052819540284677,506,0.99866442687747,1688,543,56,1803,0.1682,TRUE,FALSE
"MYC","ASCL1",0.0531702871659687,507,1,6454,139,96,505,0.0393,TRUE,FALSE
"MYC","MAFG",0.0531702871659687,507,1,139,8108,58,8700,0.832,FALSE,TRUE
"MYC","STAP2",0.0533842833605474,509,1,1163,1697,452,4753,0.4141,FALSE,FALSE
"MYC","CDH24",0.0535502119760771,510,1,140,8727,72,8701,0.8308,FALSE,TRUE
"MYC","PMF1",0.0535502119760771,510,1,6454,140,94,508,0.0399,TRUE,FALSE
"MYC","MED17",0.0536362442299788,512,1,790,1701,337,4756,0.4254,FALSE,FALSE
"MYC","TMX2",0.0539300997113079,513,1,6454,141,14,510,0.0477,TRUE,FALSE
"MYC","ZDHHC8",0.0539300997113079,513,1,141,3707,68,8682,0.8293,FALSE,TRUE
"MYC","ISL1",0.0539520295015184,515,0.998227272727273,1167,1706,439,4767,0.4167,FALSE,FALSE
"MYC","MINDY1",0.0540152977804596,516,0.998227272727273,294,1707,142,4751,0.4438,FALSE,TRUE
"MYC","NSUN6",0.0540152977804596,516,0.998227272727273,1707,1375,333,4312,0.3831,FALSE,FALSE
"MYC","PRIM1",0.0542053250665501,518,0.997996538461539,1710,316,22,1170,0.1106,TRUE,FALSE
"MYC","H3-3A",0.0543099503716613,519,0.997996538461539,2185,142,27,512,0.0466,TRUE,FALSE
"MYC","RNF112",0.0543099503716613,519,0.997996538461539,142,5684,76,6120,0.5819,FALSE,TRUE
